Compound,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
NbTiN2,1.99586438152209,2.301881978613642,2.2914732830720235,2.327602017926847,2.1276681851207484,2.1288721048761037,2.2904528122831813,2.0363843531396535,2.4351552861942793,2.507333122762776,2.2393619812629826,2.1200710223922363,2.3066115706471546,2.3831629056371066,2.233509523690574,2.349281567030377,2.142574657789035,2.245334072789838,2.2521951192392216,2.302391367732086,2.4105644839897176,2.02510938189978,2.316903116706346,2.5143612750397,2.2429288458405354,2.1579046046751027,2.289484151202324,2.2187424636681348,2.3920423869019447,2.308469256722359,2.453177459914232,2.2116946129505735,2.331846434549801,2.164541800106703,2.499190020546254,2.376219409008218,2.1794405694190746,2.559649789835853,2.345328007711598,2.32004163562626,2.399869536493879,2.244029797903602,2.3453722294966513,2.4238923957203915,2.21220287014308,2.1595339043474606,2.4007453644721157,2.126403295615708,2.231729749506198,2.4317899248736845,2.3761874420031175,2.137683116176361,2.533386872146062,2.092038470553748,2.22583121444413,2.2215978309455036,2.400453188793005,2.3889556515842685,2.2907688920602114,2.242307357031679,2.2331767864796506,2.290842514618106,2.3363178745614346,2.125010917250087,2.2231614038337453,2.3309064255790783,2.2792569364694844,2.412260454279486,2.28335213526764,2.3025417836504802,2.139496501520762,2.2794810104868635,2.2535384802623706,2.2456524226064354,2.275954760139862,2.374564785407477,2.2965914520373176,2.376858000580482,2.2064121942944706,2.3386570303991823,2.414994155477508,2.1270845456819814,2.0495470103982405,2.361721161666388,2.0871619698078447,2.4622545932879922,2.3003628573282273,2.4420597787617364,2.2226443671019185,2.334773531235931,2.0938948676475597,2.194491595122644,2.174993886523562,2.3791517094201415,2.2560369502133173,2.4781643344744877,2.2514219460110803,2.440335110968931,2.3674326389583724,2.389210602700032
YAl2N3,3.3601727944789817,3.612486027100644,3.613428893992417,3.575087017341578,3.5000503653686117,3.4563261089847788,3.7578029149901617,3.6017145501664345,3.9120132537074745,3.6363824973438827,3.5780032130719066,3.51537132611549,3.5893283970522036,3.503792919124983,3.5949076980015437,3.6294082547328204,3.5461512959306507,3.5995717249259256,3.729949609556743,3.605793061191842,3.631460185035273,3.4473694612802483,3.692217208516936,3.756678567627361,3.6809797032775418,3.5159500708347458,3.6582081870018364,3.5916094820221494,3.7588697656213323,3.796521541899677,3.732463806629757,3.5628166123401237,3.6223986202829885,3.4569299745336046,3.7024451050159533,3.801254749466366,3.6407165487394324,3.7713320091063522,3.527178722383869,3.521951993846331,3.7264147716610476,3.7178023801868085,3.806318936021915,3.4892014068550363,3.479291421074584,3.4100115138780183,3.4413785243241124,3.423224371395049,3.483989027087513,3.7376144422194004,3.6550036397773953,3.587225908390211,3.702739818844145,3.4636513408036795,3.7957118342984444,3.6450433257305987,3.7140154915935257,3.5013986469001765,3.5749947206040398,3.6804630647233876,3.3470887899431387,3.862194807971735,3.8159600249404333,3.521457375600229,3.439865570800176,3.644024568275891,3.7258742340685607,3.8124712300730637,3.8053370919165292,3.4227674661842933,3.54731788994423,3.783129487554696,3.506812250513594,3.612378145967113,3.6411763449456265,3.892472923623272,3.6756319868300062,3.443322424754542,3.4591356395742796,3.6031972740027793,3.6862768278382703,3.6277344466920574,3.417972927466797,3.769957534437497,3.831598249547495,3.8000768645953205,3.7218000664168196,3.6312620893694634,3.5250489974602166,3.8089564764902,3.609041769277293,3.8148779282717493,3.428921775574592,3.6374541494264174,3.7591773779835504,3.676239184411822,3.4267292842964996,3.8302658232157016,3.623687363310408,3.5515846543648326
Mn2CoN2,1.760637370245888,2.0521848331556978,1.9010417290280954,2.021197795344846,1.6957197219956794,1.8587094010938592,2.028052188218828,1.7078763495033913,1.9766533731977638,1.9063177847234405,1.937990444168456,1.7697613608447134,2.04296238231945,1.9105202920201372,1.8020896802226454,1.9288619170696633,1.8994821711502894,1.8175543021852576,1.9542347836663982,1.813138808395548,2.1007512607149015,1.7680223802540818,2.052033927383561,2.1363783142856017,1.884703972350064,1.8490213943582887,1.920519779202355,1.8549257833334156,2.049302913422138,2.052654604699666,2.0368973127195704,1.6839765039248467,1.9431420696908532,1.7029439996271805,2.1253577227257345,2.130496843339704,1.8852636707510044,2.119407170120998,1.837128132289545,1.906544720767679,2.172785992587351,1.9004198595820239,2.0491023786623646,1.9894223155052462,1.7145839375443233,1.6981357855337675,2.0783285690641833,1.7983967116070443,1.9323649864813301,1.9781405759800337,2.087622895671097,1.6679727995018339,2.1920516412325486,1.8097369676914088,1.9108559625273736,2.014050270271725,1.9288295387693233,1.9177262309643224,1.9482513798501544,1.9478952580874216,1.838825967637395,1.919069573392413,2.1157916270574884,1.8373969047181804,1.946381976853894,1.9890191225547675,2.045367759748603,2.0234707851648173,2.0615662079566057,1.9137972293088408,1.8173801665850933,2.055210077685985,2.035473486484386,1.8301591925880727,1.8915378024743135,1.9365054752508997,2.0452999629827575,1.8153508550277733,1.7993315334119986,1.9259851004156172,1.8702805306372632,1.843238742371037,1.7346825839845805,2.016110246515516,1.7972529623276432,2.045012388229912,1.9584779818001739,2.007746756898583,2.033516133559924,1.9968361560814398,1.833103311475992,1.9983600807294875,2.0081753743142814,2.073362353550241,1.9233185818802383,2.0823632876010514,1.9090175321636065,2.0538835019772046,1.7894069065778397,1.857181751993549
YGa2N3,2.8911977954731216,3.203908003952537,3.1946577484467547,3.0614933501388646,3.1478107252527208,3.0769738400700453,3.366243720480985,3.1220223381166283,3.4513705075345253,3.1728612283724384,3.072804447376136,3.178184840470377,3.196500427889868,3.0490026195549347,3.217773668646533,3.1467336535902923,3.1682095017882683,3.1070912519482907,3.3526224192389966,3.2861874756510203,3.326837551711345,3.0349696740985475,3.526654010785734,3.2545993465702816,3.2312636938453085,3.0491947229187275,3.2573858287337036,3.1771709181816474,3.4401308956440926,3.2165023068701024,3.334641184280225,3.1210698279162608,3.1715362617955614,3.0083866030185633,3.2446935366495344,3.374952627043627,3.1543862249447123,3.261314659836731,3.1057267121019203,3.165002298283246,3.261845915367822,3.2950993499555237,3.3601650497581415,3.1054883766937755,2.9691606390673595,3.003408552490104,3.0884877271117417,2.98028172921845,3.043886137628251,3.3508350908942637,3.3001479976970653,3.1827715915003543,3.263007221325921,3.081074484381142,3.317829608999666,3.259301936194292,3.2656548596385577,3.0285539802689105,3.072255111572542,3.2227490161728127,2.9640801403187695,3.4492921173599274,3.358232693527435,3.0990835216095345,3.0957030129443552,3.190510323541325,3.3012157495937413,3.3510147208285246,3.355452193112763,3.066976708686558,3.144483565751083,3.240525278688469,3.0940731896900697,3.215029853860699,3.261800004428032,3.533632719463622,3.266098239107543,3.17172309963312,3.0942643468014657,3.1104645982829666,3.3360945603701233,3.1567732785522407,2.956301038082967,3.3584715697579868,3.3581741157103577,3.4097890051397046,3.2596744196619225,3.2194730111369796,3.0866453197767183,3.373114784007801,3.1820792239773437,3.3284517156551887,3.0802421818000196,3.2574075698071705,3.2940004037213453,3.313632302637977,3.0068164627781155,3.3228676814795475,3.204740543471898,3.0944103322842915
NbHfN2,2.0292803166564357,2.201198647661848,2.4520221865099434,2.299605789202392,2.2249944242535906,2.432848618381095,2.2815340449683053,1.9591669724056227,2.4359049926645664,2.528634021103059,2.24409264775593,2.468501762243503,2.497109784957272,2.580878712359718,2.4473343848058864,2.532130192719887,2.1942650255400857,2.186940336669492,2.49545731464037,2.347900011962692,2.619121559662779,2.190413198345752,2.7299269414272334,2.523630872769581,2.1997575199010013,2.2603214174564927,2.3606059333911182,2.384472435155372,2.663368798363482,2.0731151480964973,2.459784631611562,2.2595142249199163,2.5812834027602882,2.189880336110749,2.3741256523794245,2.488128057009492,2.2544397194586825,2.430562789872077,2.1526143578717374,2.3065244210418294,2.359147382515637,2.303256900326083,2.262588725204531,2.505628966607804,2.1910348816231617,2.3132351553570665,2.4332345578877304,2.261589855838673,2.2705081427477714,2.540786898010962,2.4353864761528423,2.247969179266094,2.6948595873522523,2.0229751321060507,2.3413158940820225,2.1357224468907825,2.521450708833964,2.3795927653575877,2.3822851700482,2.2070150213861197,2.2602878490118847,2.447346727840732,2.30040927315168,2.198074785126913,2.204892367464965,2.363502619175137,2.3992017562000414,2.2211108805244386,2.3486718866654943,2.445172829173678,2.246713396275486,2.2042113057947335,2.2897522279748737,2.293203804445721,2.210385037002349,2.5100641120619116,2.5056947388585824,2.6382694647225593,2.3395897263884082,2.3922578522269458,2.597315386443623,2.2488249007425547,2.2640378726989994,2.459313667939724,2.1438539594617376,2.556704112181211,2.054431378779396,2.5487825966431115,2.186917605476899,2.36877792392392,1.9949776099061711,2.189555734691528,2.2564138426718903,2.510886806075806,2.2916154637130766,2.552013153075218,2.242029315014697,2.313051453458792,2.5381714833159092,2.457945502448305
TiCoN2,1.8127386146472422,2.202284879575978,2.0497175849047053,2.122958895853457,1.9430030213521758,1.9453820508242627,2.2465106435891786,1.8638776832938193,2.0571328839858216,2.0659566365976216,2.0025096874899004,1.8979544162264368,2.1158874618918695,2.143533864235737,1.8776219909982248,2.0179479784587286,2.041444143968722,2.031069375550833,2.054056308181269,1.9642285685880982,2.2631044135680183,1.8911363363407931,2.1606863262248357,2.220141094768155,2.041259894454619,2.0395691600842136,2.181291225815767,1.9684151292017664,2.171877291390889,2.2331042467039914,2.1149417336894363,1.8608379393296068,2.0469626172776287,1.8324742986610665,2.2161538232867994,2.2797303660493373,1.986381345518241,2.276702356313937,1.967470220751153,2.0129589433593074,2.2485748206634355,1.9402893739906815,2.2009709560605932,2.0432317682611862,1.8780025665103601,1.8341536222938761,2.199744743699565,1.8232464937468489,2.078548836596343,2.0516205027941767,2.138460324893997,1.8012837149158856,2.2611361945733432,1.9398433128101036,1.9579682261865614,2.128754387930836,2.0474745640986813,2.0302686675410553,2.048393050225113,2.118575483475942,1.962808278696631,2.061117881224715,2.1960685806645164,1.9643799518265355,2.145624051716407,2.1164375532684856,2.0986535126973367,2.1537787268773965,2.2462483189869715,2.1808232110741432,1.9914237325419402,2.190929232448662,2.078144171894849,1.9938523145463178,2.0966481015827165,2.0823031422230436,2.101367535836615,1.9600478012497085,1.9532948000315968,2.1093399921484424,1.9650929775809813,1.9853855326490444,1.9400154496445743,2.2109886740522553,2.0065231168830526,2.18380379316301,2.086713913870031,2.19193315086696,2.1692349621634803,2.163105803051996,1.9637784079876643,2.1187054294256558,2.0470740395751585,2.1856925591032175,1.9586494287381786,2.149568658177399,1.9897216032963292,2.1795166542638413,2.022796895374298,1.968051449845995
TiMoN3,2.0128837143015845,2.3393332169537655,2.3788753419453834,2.3850664635942076,2.2108024155849404,2.2316560416607736,2.4335520027431405,2.0668537428691685,2.3718082347078955,2.272671747282952,2.2710286724304005,2.1686389534436614,2.3872661024980006,2.279414791246918,2.150142224783197,2.406648527887021,2.471272311604194,2.2276067885710464,2.353012827479367,2.16938250505786,2.622712843088958,2.0967119539459436,2.4564617327569174,2.3490363436941153,2.262019198011619,2.2242077930262667,2.3778450362692953,2.3072603797300175,2.394695477251739,2.2918672093984456,2.427302058770318,2.1815256212828356,2.375828636634142,2.117019724273697,2.3495287698675607,2.6296780091534275,2.1559339147590766,2.353746959354984,2.1611222514738784,2.28001159778971,2.530263943117831,2.2185083625193496,2.4451087201431556,2.374905445557907,2.0876122281120733,2.1720653831526806,2.4697706978703953,2.129433758497314,2.2597170544892133,2.31899583339836,2.3616190889718687,2.0493824261182065,2.4756644751735495,2.1432004002911773,2.196593165666232,2.3706649561685644,2.255071622715898,2.303561413899316,2.2642994199501167,2.285755852966005,2.2325935456676023,2.3772205949681204,2.415155320461917,2.115036379320404,2.354904788295153,2.3369977554532175,2.467328816308605,2.228102462717411,2.3579491396406738,2.3359808422721433,2.2693141039359723,2.3125771856294737,2.3615607970153265,2.134177594904003,2.3250922448785802,2.441492786890111,2.275773863930973,2.2898515284410133,2.3036145097073844,2.346727570732646,2.2790645078945486,2.2303529301270553,2.1314713105948497,2.367365907011817,2.1537566484699937,2.4060796572480787,2.2978924519983606,2.4846690806733145,2.239663435614405,2.603973398375817,2.098527472851006,2.231941103973973,2.2577274340243587,2.335254948406104,2.2234405633731473,2.3201033040508388,2.2853708357882976,2.4213537024592977,2.2967610525933053,2.296741532199606
ZrMoN3,2.1444536604300364,2.4123369856184826,2.4316084099560373,2.4565205557554224,2.3900953832402063,2.302493293283269,2.5503331352122296,2.2110394933096176,2.5510731342358346,2.387974864185403,2.4093487574042918,2.2675777151380347,2.3942898518310063,2.4659742741986435,2.279736885996122,2.6622464846427487,2.596530320516645,2.377789275852879,2.4417627136947115,2.3169783983828327,2.7313346402871903,2.2048503244493567,2.50636629335715,2.4138975980630235,2.411423408202391,2.3074502825359873,2.597851851180841,2.3307614150776277,2.5012443481395064,2.4476347637165414,2.5720042297049015,2.28597497838729,2.421422158256954,2.2557040131248565,2.4412324767147515,2.7214917425339316,2.2415140438934635,2.472936575924267,2.285125408719617,2.43316862331905,2.5171015624055872,2.3385251291299864,2.500017324556008,2.531080416534916,2.2307499327612383,2.255813818558655,2.5728837394475255,2.2083030678719364,2.362592656291362,2.5605618534882835,2.3698874336531555,2.1489195949805344,2.5325828995212847,2.1961033646406465,2.346706826315493,2.4115987653262323,2.3502811938097943,2.398194793324846,2.399099987374682,2.433119751727071,2.3341263615769674,2.4530179857968246,2.486974776887518,2.227060162318376,2.5204869186342704,2.408755852738878,2.651752748894649,2.3552778948460076,2.4754494175284076,2.5226010779140697,2.332419361507903,2.445454366623032,2.469196432340562,2.3284305554723685,2.550201482846921,2.5373395457772845,2.3658960943552483,2.5081126056473786,2.374955695321023,2.4192095805157288,2.379450419422379,2.3359212681011208,2.1763167048339147,2.5118227129818242,2.208908080297418,2.5231152641304324,2.410109861433501,2.6305554618576417,2.276724246179142,2.6039429512050725,2.203601917737946,2.2694408224055493,2.3094183871261817,2.439485153929625,2.351703978839036,2.4737725636616217,2.347922272097817,2.5540941079941986,2.464853190854184,2.4136056476309307
FeY2N3,1.7338600873432746,2.1827810635554794,2.2023302258827435,2.172368933146619,1.9292517677341117,2.0660524147634574,2.0600528876135686,1.772650825447093,2.1896411875164175,2.243812254307229,1.974951089108416,1.9450195935427779,2.311852600145216,2.093912916344113,2.0464660480244827,2.0898562076705565,2.007912895718512,1.7978059089544913,2.164410173158582,2.1059891811483107,2.383908202166336,1.914221868368172,2.2840957622231466,2.276904179925033,2.0269351434181018,1.839205663414468,2.0479219159201376,2.161364952857794,2.2562168894403043,2.0089605490259252,2.2379788229293633,1.8142947932122786,2.161135445640881,1.942913677956895,2.1081958613316,2.254345033264363,1.9657842009170947,2.2291105412700056,2.0415717110144223,2.176919517787139,2.3072552477025248,2.033178754350766,2.164643700341561,2.187936494860736,1.9840952847805973,1.9698245450336582,2.206394055536675,1.9595340713761868,2.0901712169536735,2.117757615912504,2.2899450814022346,1.955560028372782,2.4665144004965383,1.843919487558766,2.097709937672251,2.0388061351845117,2.14025827356143,2.104160422693907,2.0681389183975307,2.0639492306488485,2.026895970909022,2.212444577728807,2.236483467639409,1.988084253131509,1.967703918345054,2.1982328251667327,2.181056599970729,2.0316507100047394,2.1205163980864814,2.0512617065921463,1.9252042452454234,2.041874675356168,2.1578219224832957,1.9678393814630821,1.980969802633029,2.2904709888070034,2.179007738234784,2.104735955719838,2.01306898176684,2.2124577119133697,2.275702632048135,1.9827424926330943,1.8418064087612882,2.192081547821675,1.945941985149854,2.2493805912545293,2.10986809397136,2.2759029994483098,2.1072148024788917,2.2216925477769163,1.9252848285694206,2.1173595180411082,2.1370718100566632,2.31840531357343,2.0698391461012435,2.3048375058996635,2.0266991316881575,2.1151831649524278,2.086136553912929,2.155316647579241
CoGeN2,2.7398907893841744,2.8444409414008076,2.9433781338661835,2.8968337191502473,2.594827357473239,2.613536012542582,3.022777160108358,2.6645347467138105,2.986898909287805,2.8792536920932283,2.740160913580715,2.6324529562043066,2.9249217469484736,2.6554681234799458,2.645839126578414,2.675581198112426,2.6498893611339596,2.6097568830459963,3.115000615357924,2.778628355338619,2.9506184824995323,2.6634071070981586,3.0490555497573526,2.6811739901686678,2.904241339071452,2.4889276205431683,2.512451872283339,2.987713950723621,2.9386956495831145,2.7605883941501794,2.7926363429048275,2.54999277178712,2.8617815778080686,2.48821411845405,2.8542143162484774,3.0447937391611237,2.851807995179401,3.0339252700274884,2.623635730250219,2.88542730675097,3.100404353409532,2.9875456935326445,3.042763980001972,2.607712236248258,2.593641064016385,2.6323732008898593,2.682476766811499,2.5227491235452555,2.7011374379950572,2.8575281785388933,3.132777904380053,2.4998533200928055,3.037705597391449,2.525232632289597,2.9395738281740726,2.811704970129626,3.0290337016245172,2.6382023146253943,2.5915274703073603,2.643417789299008,2.580909661162477,2.9499482365868883,2.904749386064934,2.7633893573853645,2.657261356925466,2.735835545396597,2.7815809347665454,2.8674263374621045,3.131838006599339,2.495000673801957,2.7763654105792255,2.9356946687933885,2.816833930913511,2.8196705661379617,2.5995097434053007,3.216919443850092,2.9888090833028524,2.6384765454435493,2.640883086380498,2.8425610190338793,3.1812101174428595,2.7262185445504383,2.7324745074704233,3.164699584743012,2.9874097596040516,3.0648763305278357,2.7823203290519105,3.0520858023882083,2.724726277731553,3.0409863093355702,2.765384743226573,2.8923330374718064,2.6226894370857745,2.7396228823511466,2.840554399002834,2.8744457909910355,2.4759119788883073,2.79122607271066,2.880847071735751,2.7716773367615772
ZnVN2,2.0661033904511905,2.4853698437919833,2.4713970521558983,2.461841486433867,2.195918604018339,2.222565951297836,2.556411460957487,2.2731591740618726,2.404443551397491,2.3752822729142684,2.259838283052485,1.993898695108485,2.58218764493278,2.4256253693231278,2.1284101339889783,2.326391516090535,2.202602831887061,2.206742714275491,2.4084704872226594,2.2754102621581223,2.7231309844141096,2.2155230770771537,2.362949655177716,2.4165867303582287,2.2212958749919043,2.2987571995752614,2.257770755489355,2.4662684717164414,2.483992403301402,2.517470500769238,2.36097577341449,2.2504023740638877,2.278725241036624,2.2631740023067834,2.514355795591103,2.6861851198821802,2.1469828228060908,2.5400113884953592,2.2046334492760824,2.334623528770811,2.71454292347043,2.2277641924698,2.655078387150372,2.2941588010893836,2.2868593752404642,2.2490066314395403,2.479533227621877,2.122637578305699,2.309889568720968,2.280334595782212,2.3991630561903063,2.2021147942371146,2.618156649151538,2.216902246718794,2.3075781440435694,2.4615503057731996,2.4287600106933653,2.3065897185537696,2.2161458896366906,2.3021137541533916,2.336070550189994,2.4973707788824733,2.475427518999342,1.998932628212039,2.288212209404091,2.4790894665618524,2.4390150151594594,2.4362695000995185,2.5155869087929013,2.397082850462051,2.359527503282353,2.433441012563404,2.353996595010669,2.2380632741458295,2.196560015746685,2.473737333663062,2.3512199575314594,2.2277122852478577,2.406006326162823,2.4786446021956605,2.415655377686009,2.1870030178289768,2.2408400233401418,2.4939499941285255,2.4396411082349188,2.5885152855849967,2.4308772321415937,2.573900321135486,2.339686449539861,2.669212106618563,2.1994023227355415,2.4022853796245878,2.3272434182805153,2.548858573765049,2.1770953496986607,2.327020297879497,2.2316091576968127,2.364267678406561,2.326600584241916,2.41489510372595
Si7GeN10,4.002718623633018,3.785021998071639,3.7471443691451327,4.11368393788466,3.665065619552669,3.568011714960183,4.037542954654239,3.129871971474871,4.202689651417881,3.58624473222338,4.162755781213052,3.7615961499591943,4.1587656571780185,3.244456168137337,3.374500789075128,4.0138727172293605,3.449731840236951,3.999407165612137,4.132556917529076,3.643672511115464,4.311436568585863,3.2466349871805646,4.099720122770993,3.5960840198646506,3.9555162724427757,3.2990716082972105,3.2458769897351925,4.194281841783507,4.216996052159326,3.7575545206495495,3.9298428524399904,4.021343362110662,3.76420270880673,3.938469036190164,4.128903673766134,3.912340995317588,3.9891883541781645,4.283650511997178,3.9618080306584185,3.1293251262207584,4.117242644763447,3.975436897557858,3.291804587101404,3.626325162707257,3.658824905249848,4.062250610145658,4.008081514671627,3.244841761529904,3.4999195917772785,3.9076575583362088,3.65744846921734,3.916670302340732,4.01166174622718,3.41821775339177,3.955738384357331,4.160946502209002,4.079873811175216,3.8743468343145473,4.031749678672731,3.4393366084398926,3.645529541214838,3.8372344452018865,3.3922304444939924,4.141486668846133,4.027803841950615,3.845584249969005,4.053196083502578,3.9552244191047046,3.76899238192944,3.6015613119715306,4.146666088223908,3.9675056312628167,4.1170498730389244,3.919979024223013,3.5699179189911914,4.137853158138564,4.296391742647989,4.023616535824688,3.8205373199860566,4.067782300276941,3.9145410735788007,3.934214390590946,4.08189510553697,4.35294432259304,4.234539353076198,4.288439007276671,4.039059668110511,4.1499317000001446,3.839883683337238,4.153790303638349,3.503574509009743,3.6369123199436975,3.6248185347945117,4.0352108064141525,4.060109324574767,3.7353114438726376,3.2790312951428935,3.655427660956997,4.15409599218531,4.171158514848919
ScMoN3,2.1195764166940263,2.4720492018901656,2.5349734133193875,2.520802399034195,2.414033727034159,2.36073633099933,2.6189592293273534,2.230730877909194,2.518936322175419,2.426506334190099,2.3963207565907663,2.3082949386721743,2.482035799917653,2.463926674138194,2.3070931859032013,2.5766780453522973,2.6405865433644746,2.4084631882713317,2.4834972814965335,2.309990959720571,2.777984934556846,2.2327216679340713,2.5835823295339266,2.444320738043916,2.4095349546089277,2.3953786660991816,2.585085040536616,2.4257484377787684,2.5265740817280893,2.452988921012463,2.5452466346084743,2.357448008278262,2.4977044958681427,2.2589159022946186,2.473164672282354,2.750736709451716,2.297680605846022,2.524916013770955,2.291073087182597,2.3928704970423174,2.609906094248302,2.3496798618772083,2.567628129642293,2.5149935203651212,2.255810203059212,2.3019662307639166,2.640299150468687,2.2233956760285913,2.429212248993874,2.4748557698816027,2.4738151466388225,2.202809898870062,2.589038051314011,2.302065082112895,2.3245675210169066,2.507873415336883,2.383277226818236,2.4353985524169097,2.4345966715803584,2.4456000272624228,2.3396258717056986,2.5096978919854562,2.535552827337142,2.2668657223139945,2.512413795175619,2.4758385142297348,2.603912308995521,2.3719395290008065,2.487935395961393,2.526017762293314,2.44241527841024,2.460109980059736,2.456492746197704,2.283995405779513,2.507838131153447,2.57479966418398,2.398724990542501,2.477707855123536,2.4352024134289736,2.5055550588579045,2.386906728791481,2.361837517323641,2.2748430756921985,2.52942283518624,2.3164985143250085,2.5597539352738843,2.4266205018324114,2.639256881371956,2.3474675164812977,2.719733568704288,2.2350258895101005,2.360216649704433,2.3621243112276566,2.436500547786433,2.363265217987326,2.4576886870402546,2.396903238751775,2.56691652938871,2.502620439783448,2.4329198529096674
Mn2FeN2,1.6553559913769587,1.8035402813636199,1.8265942119408924,1.9726340686903383,1.5618896242381322,1.7639669613219477,1.9081345127161176,1.6952010110855305,1.9141146831207938,1.7856002387429317,1.9042252260180155,1.5792705851877962,1.962241118630814,1.7359673953892663,1.6694052598920097,1.9265580977168142,1.8556585709717937,1.7011363679408191,1.7966327939935973,1.674214222362671,2.0139158081302426,1.6381244791263503,1.9038854418650981,1.9674296373096405,1.7100333658030822,1.7575292540595089,1.7243526631754071,1.8329245418878488,1.8913375615784094,1.8988982273110626,1.9260982844219268,1.6619111223014713,1.8614887763570935,1.5972350622053213,2.0879356310668062,2.0624770015047096,1.7266432492868258,1.954515698163934,1.7162299153797975,1.745213774153789,2.117543741348744,1.8133742840714808,1.9210368507298543,1.9155059886712238,1.6496003860752089,1.6046281507892215,1.9793652624954616,1.7451384122358402,1.7640832152577268,1.8684374031546465,1.920241189774417,1.5551275599956844,2.0465167848268306,1.7783750217348995,1.8031017907390325,1.9195675904132177,1.8180852737360964,1.8456938106425382,1.7649957964131184,1.790889371909282,1.7200512571689686,1.7777602843143538,1.9064113169459662,1.6314662819744556,1.8124664652011366,1.8859053859301347,1.983981414189378,1.8959038813819924,1.8396935736498679,1.7752370551427166,1.7488271066938992,1.9721269333714435,1.942804115745874,1.6224440014054118,1.7338176022346026,1.8188695485899493,1.9113875673290055,1.7788601076355537,1.7661270463736458,1.8395378450518742,1.7468958407895683,1.7701804406793817,1.6315866844816145,1.868324855873281,1.6297976455048813,1.9380246766877034,1.8630981031200486,1.9163734590811026,1.8154206635051682,2.0662835342246737,1.696067567718448,1.8184355292359744,1.9271261070861603,1.8640103720132033,1.818273698245929,1.9304713038185783,1.8559688631651174,1.9423906278299328,1.6189451152369503,1.8244012635364106
VCo2N3,1.7475305374964591,2.0700462774172466,1.9131511375783763,2.0253839729733834,1.769856748914473,1.8099335358473216,2.1075382254269677,1.7120879196217569,1.9850660732417185,1.9414073948641755,1.9228949837806901,1.793352077000473,1.9998735630495361,1.9990211250283734,1.7508343443036878,1.8859690895898,1.8737962930632472,1.920902247083904,1.968910599639685,1.861266498301016,2.0715708812461693,1.7400579154159597,2.0351420581650492,2.108538272285723,1.9352199429174937,1.9202605180286634,1.987016267933455,1.8433270374177237,2.0183199490613877,2.0856931278761817,2.0163027696148976,1.7524550579531262,1.9418223307674125,1.6956759712335447,2.1404921032669044,2.146239554438812,1.9286607919583667,2.1673847710942757,1.8753832714732774,1.911429705741496,2.1391746135110195,1.8442944415537108,2.0607879207643576,1.9237268291898044,1.7504685243874833,1.750398364352538,2.077838578043363,1.7067449184165961,1.9392631323977063,1.9302068267937753,2.042173307279109,1.6545201124125133,2.1730159690766473,1.796655714009236,1.8424307210876198,1.9678197893028553,1.962353787563762,1.94221868714653,1.9080869415798671,1.9747269806532313,1.862279800328169,1.9313808874468976,2.0614997876914565,1.873806284593611,2.0092402803411873,1.97665343061588,1.9412624499302842,2.0250888316987066,2.09718779975607,2.0075107388889712,1.8312080755337727,2.0919074611986246,1.9660435732449564,1.8586365203953128,1.9745756410229793,1.9651712582589806,1.986432642777382,1.8221442025751726,1.8138559701430341,1.967371816899587,1.8760369967127777,1.8453210347769466,1.8314390439867443,2.0835353983572924,1.8446947184905804,2.053171811920776,1.9490796008143039,2.0455485862456717,2.012044845027451,2.018419196140687,1.8164043492145767,1.9555723104699565,1.920324808741745,2.0383902991069025,1.8769277561017657,2.074433241197114,1.8621007038877049,2.0670854478975222,1.8665521010838853,1.8477348141768473
